Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info,Max WSE (ft),Max Depth (ft),Max Velocity (ft/s),Max Volume (ft^3),Max Flow Balance (ft^3/s),Max Stage BC (ft),Max Inflow BC (cfs),Max Cum PRCP (in)
syn_event_216_L-H-L_2018-11-23_04-00-00_SM3_BF1_SLR4,SUCCESS,11.306666666666667,48,,25688.,0.3747,2.57,May 28 01:12,May 28 12:30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_216_L-L-H_1999-11-02_07-00-00_SM3_BF1_SLR4,SUCCESS,7.639722222222222,32,,43818.,0.7171,0.16,May 29 04:00,May 29 11:38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_217_H-H-L_2015-12-04_11-00-00_SM3_BF1_SLR4,SUCCESS,10.807777777777778,44,,53369.,0.8692,1.08,May 27 02:06,May 27 12:55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_217_H-L-L_2020-12-25_00-00-00_SM3_BF1_SLR4,SUCCESS,9.89861111111111,40,,40849.,0.7129,3.20,May 27 02:06,May 27 12:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_217_L-H-L_2017-10-17_14-00-00_SM3_BF1_SLR4,SUCCESS,8.80888888888889,36,,55142.,0.8841,1.13,May 28 01:09,May 28 09:58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_217_L-L-H_2013-12-15_08-00-00_SM3_BF1_SLR4,SUCCESS,9.967222222222222,40,,29024.,0.5037,2.57,May 29 04:00,May 29 13:58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_218_H-H-L_2019-02-09_19-00-00_SM3_BF1_SLR4,SUCCESS,13.905000000000001,56,,47264.,0.7699,2.99,May 27 02:06,May 27 16:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_218_H-L-L_2005-01-23_11-00-00_SM3_BF1_SLR4,SUCCESS,9.905555555555557,40,,46360.,0.7250,0.31,May 27 02:07,May 27 12:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_218_L-H-L_2016-02-07_05-00-00_SM3_BF1_SLR4,SUCCESS,7.9141666666666675,32,,20569.,0.3525,0.69,May 28 01:10,May 28 09:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_218_L-L-H_1996-03-31_01-00-00_SM3_BF1_SLR4,SUCCESS,10.945277777777777,44,,33441.,0.5676,1.00,May 29 04:00,May 29 14:57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_219_H-H-L_2002-05-22_12-00-00_SM3_BF1_SLR4,SUCCESS,14.034444444444444,60,,51898.,0.8297,1.47,May 27 02:06,May 27 16:08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_219_H-L-L_2019-12-20_16-00-00_SM3_BF1_SLR4,SUCCESS,9.156944444444445,40,,20171.,0.3236,2.98,May 27 02:06,May 27 11:16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_219_L-H-L_2011-08-26_14-00-00_SM3_BF1_SLR4,SUCCESS,8.565833333333334,36,,29342.,0.4729,0.93,May 28 01:10,May 28 09:44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_219_L-L-H_2005-12-18_04-00-00_SM3_BF1_SLR4,SUCCESS,9.942777777777778,40,,43731.,0.7266,1.78,May 29 04:00,May 29 13:57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_21_H-H-H_2021-11-05_15-00-00_SM3_BF1_SLR4,SUCCESS,11.328333333333333,48,,61677.,0.9231,2.45,May 27 01:39,May 27 12:59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_21_H-H-L_2005-01-28_05-00-00_SM3_BF1_SLR4,SUCCESS,9.021666666666668,40,,46402.,0.7457,0.83,May 27 02:06,May 27 11:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_21_H-L-H_2008-03-07_19-00-00_SM3_BF1_SLR4,SUCCESS,11.414444444444445,48,,49038.,0.7935,3.16,May 27 02:08,May 27 13:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_21_H-L-L_2021-05-14_17-00-00_SM3_BF1_SLR4,SUCCESS,10.133888888888889,44,,92347.,1.611,2.55,May 27 02:07,May 27 12:15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_21_L-H-H_2015-01-12_23-00-00_SM3_BF1_SLR4,SUCCESS,10.485555555555555,44,,19733.,0.3479,2.41,May 28 01:11,May 28 11:40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_21_L-H-L_1983-01-04_22-00-00_SM3_BF1_SLR4,SUCCESS,10.24611111111111,44,,18261.,0.2839,1.90,May 28 01:11,May 28 11:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_21_L-L-H_2015-01-24_06-00-00_SM3_BF1_SLR4,SUCCESS,8.480277777777777,36,,33618.,0.5488,0.87,May 29 04:01,May 29 12:30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_220_H-H-L_2022-01-27_11-00-00_SM3_BF1_SLR4,SUCCESS,13.123333333333333,56,,41201.,0.6849,3.06,May 27 02:06,May 27 15:14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_220_H-L-L_2002-04-08_15-00-00_SM3_BF1_SLR4,SUCCESS,9.921388888888888,40,,59035.,0.9869,1.69,May 27 02:08,May 27 12:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_220_L-H-L_1993-02-07_06-00-00_SM3_BF1_SLR4,SUCCESS,11.245,48,,26296.,0.3926,5.76,May 28 01:10,May 28 12:25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_220_L-L-H_2005-12-18_04-00-00_SM3_BF1_SLR4,SUCCESS,17.736666666666668,72,,21003.,0.3214,4.72,May 29 04:00,May 29 21:44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_221_H-H-L_2008-10-23_13-00-00_SM3_BF1_SLR4,SUCCESS,9.6875,40,,82094.,1.263,1.23,May 27 02:06,May 27 11:47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_221_L-H-L_1994-11-12_12-00-00_SM3_BF1_SLR4,SUCCESS,9.0025,40,,18197.,0.3154,0.55,May 28 01:11,May 28 10:12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_221_L-L-H_1984-02-22_05-00-00_SM3_BF1_SLR4,SUCCESS,8.735277777777776,36,,67266.,1.048,1.36,May 29 04:01,May 29 12:45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_222_H-H-L_1988-12-12_19-00-00_SM3_BF1_SLR4,SUCCESS,7.685277777777778,32,,36647.,0.5698,1.33,May 27 02:06,May 27 09:48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_222_H-L-L_2004-11-09_14-00-00_SM3_BF1_SLR4,SUCCESS,7.521944444444444,32,,22206.,0.3468,0.38,May 27 02:06,May 27 09:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_222_L-H-L_2023-06-01_15-00-00_SM3_BF1_SLR4,SUCCESS,9.403333333333334,40,,24306.,0.4317,2.11,May 28 01:11,May 28 10:35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_222_L-L-H_1996-03-31_01-00-00_SM3_BF1_SLR4,SUCCESS,12.616388888888888,52,,26043.,0.4518,4.03,May 29 04:00,May 29 16:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_223_H-H-L_1987-01-04_23-00-00_SM3_BF1_SLR4,SUCCESS,9.281944444444445,40,,48780.,0.8177,1.52,May 27 02:06,May 27 11:23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_223_H-L-L_2005-01-23_11-00-00_SM3_BF1_SLR4,SUCCESS,8.98,36,,31033.,0.5181,0.82,May 27 02:07,May 27 11:06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_223_L-H-L_1982-12-13_16-00-00_SM3_BF1_SLR4,SUCCESS,6.870555555555556,28,,16594.,0.2713,0.16,May 28 01:09,May 28 08:02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_223_L-L-H_2024-02-18_16-00-00_SM3_BF1_SLR4,SUCCESS,10.321666666666667,44,,43650.,0.7274,0.87,May 29 04:00,May 29 14:20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_224_H-H-L_2023-04-09_05-00-00_SM3_BF1_SLR4,SUCCESS,8.663611111111111,36,,33243.,0.5239,1.69,May 27 02:06,May 27 10:46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_224_H-L-L_2005-04-02_15-00-00_SM3_BF1_SLR4,SUCCESS,7.912222222222223,32,,53120.,0.9234,0.16,May 27 02:07,May 27 10:02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_224_L-H-L_2011-11-06_01-00-00_SM3_BF1_SLR4,SUCCESS,13.627222222222223,56,,62123.,1.117,3.01,May 28 01:11,May 28 14:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_224_L-L-H_1993-02-22_20-00-00_SM3_BF1_SLR4,SUCCESS,8.700555555555555,36,,29079.,0.4942,2.68,May 29 04:00,May 29 12:42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_225_H-H-L_2002-05-22_12-00-00_SM3_BF1_SLR4,SUCCESS,6.7775,28,,25343.,0.3931,0.73,May 27 02:06,May 27 08:53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_225_H-L-L_2024-05-14_03-00-00_SM3_BF1_SLR4,SUCCESS,10.0625,44,,74432.,1.211,1.02,May 27 02:07,May 27 12:10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_225_L-H-L_2012-11-17_08-00-00_SM3_BF1_SLR4,SUCCESS,9.263055555555555,40,,69635.,1.006,1.68,May 28 01:10,May 28 10:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_225_L-L-H_2004-06-14_21-00-00_SM3_BF1_SLR4,SUCCESS,11.305833333333334,48,,21042.,0.3703,1.06,May 29 04:00,May 29 15:18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_226_H-H-L_2004-09-20_07-00-00_SM3_BF1_SLR4,SUCCESS,13.146388888888888,56,,100709.,1.661,1.12,May 27 02:07,May 27 15:16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_226_H-L-L_2024-05-14_03-00-00_SM3_BF1_SLR4,SUCCESS,7.0986111111111105,32,,16750.,0.2869,0.16,May 27 02:08,May 27 09:14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_226_L-H-L_2014-08-25_03-00-00_SM3_BF1_SLR4,SUCCESS,12.504444444444445,52,,44012.,0.7208,3.20,May 28 01:10,May 28 13:40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_226_L-L-H_1999-09-27_00-00-00_SM3_BF1_SLR4,SUCCESS,10.44111111111111,44,,60566.,0.9885,1.29,May 29 04:00,May 29 14:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_227_H-H-L_2019-03-27_09-00-00_SM3_BF1_SLR4,SUCCESS,14.787222222222223,60,,57885.,1.022,4.78,May 27 02:06,May 27 16:53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_227_H-L-L_2023-03-08_12-00-00_SM3_BF1_SLR4,SUCCESS,6.8975,28,,17184.,0.2963,2.08,May 27 02:08,May 27 09:02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_227_L-H-L_2014-08-25_03-00-00_SM3_BF1_SLR4,SUCCESS,10.76888888888889,44,,62057.,0.9899,2.93,May 28 01:11,May 28 11:57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_227_L-L-H_1993-02-22_20-00-00_SM3_BF1_SLR4,SUCCESS,9.83388888888889,40,,45976.,0.8665,0.91,May 29 04:00,May 29 13:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_228_H-H-L_2023-04-09_05-00-00_SM3_BF1_SLR4,SUCCESS,11.375,48,,56226.,0.9769,1.73,May 27 02:06,May 27 13:29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_228_H-L-L_2023-02-04_15-00-00_SM3_BF1_SLR4,SUCCESS,7.761111111111111,32,,16953.,0.2575,1.15,May 27 02:07,May 27 09:52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_228_L-H-L_1995-03-19_07-00-00_SM3_BF1_SLR4,SUCCESS,8.611666666666666,36,,47788.,0.8300,0.67,May 28 01:11,May 28 09:48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_228_L-L-H_1987-03-29_19-00-00_SM3_BF1_SLR4,SUCCESS,9.430833333333332,40,,21823.,0.3574,1.11,May 29 04:00,May 29 13:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_229_H-H-L_2019-03-19_17-00-00_SM3_BF1_SLR4,SUCCESS,8.310833333333335,36,,34076.,0.5346,0.82,May 27 02:11,May 27 10:30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_229_H-L-L_2014-11-01_15-00-00_SM3_BF1_SLR4,SUCCESS,6.957222222222223,28,,16679.,0.2729,0.65,May 27 02:08,May 27 09:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_229_L-H-L_2011-08-26_14-00-00_SM3_BF1_SLR4,SUCCESS,10.899722222222222,44,,29696.,0.4507,2.80,May 28 01:10,May 28 12:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_229_L-L-H_2020-09-28_02-00-00_SM3_BF1_SLR4,SUCCESS,11.619722222222222,48,,26129.,0.4329,2.67,May 29 04:00,May 29 15:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_22_H-H-H_2021-11-05_15-00-00_SM3_BF1_SLR4,SUCCESS,11.5,48,,40139.,0.5958,2.67,May 27 01:42,May 27 13:12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_22_H-H-L_2004-12-26_00-00-00_SM3_BF1_SLR4,SUCCESS,8.275833333333335,36,,30092.,0.4998,0.91,May 27 02:11,May 27 10:28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_22_H-L-H_1987-03-07_12-00-00_SM3_BF1_SLR4,SUCCESS,10.589444444444444,44,,67157.,1.106,1.08,May 27 02:08,May 27 12:43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_22_H-L-L_2021-05-14_17-00-00_SM3_BF1_SLR4,SUCCESS,6.902777777777779,28,,43354.,0.6857,0.51,May 27 02:07,May 27 09:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_22_L-H-H_2015-01-12_23-00-00_SM3_BF1_SLR4,SUCCESS,8.659722222222223,36,,57722.,0.8328,0.35,May 28 01:10,May 28 09:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_22_L-H-L_1995-08-09_16-00-00_SM3_BF1_SLR4,SUCCESS,11.559166666666668,48,,19228.,0.2865,3.10,May 28 01:10,May 28 12:44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_22_L-L-H_2023-05-22_22-00-00_SM3_BF1_SLR4,SUCCESS,10.712777777777777,44,,51186.,0.8689,2.41,May 29 04:00,May 29 14:43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_230_H-H-L_2019-03-27_09-00-00_SM3_BF1_SLR4,SUCCESS,8.66861111111111,36,,67343.,1.028,1.37,May 27 02:11,May 27 10:51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_230_H-L-L_2007-04-15_11-00-00_SM3_BF1_SLR4,SUCCESS,10.454166666666666,44,,82107.,1.358,1.19,May 27 02:07,May 27 12:35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_230_L-H-L_2024-05-20_14-00-00_SM3_BF1_SLR4,SUCCESS,8.639166666666666,36,,19629.,0.3260,1.08,May 28 01:11,May 28 09:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_230_L-L-H_2023-05-22_22-00-00_SM3_BF1_SLR4,SUCCESS,11.1375,48,,34042.,0.5987,2.35,May 29 04:00,May 29 15:08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_231_H-H-L_2023-05-24_21-00-00_SM3_BF1_SLR4,SUCCESS,9.966111111111111,40,,90347.,1.435,1.84,May 27 02:11,May 27 12:09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_231_H-L-L_2023-03-08_12-00-00_SM3_BF1_SLR4,SUCCESS,7.8758333333333335,32,,19710.,0.3322,1.32,May 27 02:07,May 27 10:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_231_L-H-L_2011-08-26_14-00-00_SM3_BF1_SLR4,SUCCESS,10.189166666666667,44,,26444.,0.4277,2.07,May 28 01:10,May 28 11:21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_231_L-L-H_2017-11-23_16-00-00_SM3_BF1_SLR4,SUCCESS,10.774166666666668,44,,25782.,0.4656,1.11,May 29 04:00,May 29 14:46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_232_H-H-L_2012-10-26_17-00-00_SM3_BF1_SLR4,SUCCESS,10.105555555555556,44,,159730.,2.371,2.13,May 27 02:11,May 27 12:18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_232_H-L-L_2016-02-25_14-00-00_SM3_BF1_SLR4,SUCCESS,8.813333333333334,36,,19515.,0.3328,0.29,May 27 02:08,May 27 10:56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_232_L-H-L_1985-10-27_03-00-00_SM3_BF1_SLR4,SUCCESS,9.200277777777776,40,,31393.,0.5437,1.29,May 28 01:10,May 28 10:22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_232_L-L-H_2009-03-29_12-00-00_SM3_BF1_SLR4,SUCCESS,6.905833333333334,28,,32865.,0.5846,0.31,May 29 04:00,May 29 10:55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_233_H-H-L_2023-04-09_05-00-00_SM3_BF1_SLR4,SUCCESS,12.109444444444444,52,,45738.,0.7082,1.86,May 27 02:11,May 27 14:18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_233_H-L-L_2004-11-09_14-00-00_SM3_BF1_SLR4,SUCCESS,9.33388888888889,40,,56022.,0.8705,2.18,May 27 02:07,May 27 11:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_233_L-H-L_2016-04-15_11-00-00_SM3_BF1_SLR4,SUCCESS,9.03361111111111,40,,30789.,0.5260,0.93,May 28 01:09,May 28 10:11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_233_L-L-H_1982-03-29_03-00-00_SM3_BF1_SLR4,SUCCESS,13.949444444444445,56,,28617.,0.4193,3.22,May 29 04:00,May 29 17:57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_234_H-H-L_2005-01-28_05-00-00_SM3_BF1_SLR4,SUCCESS,11.312222222222223,48,,82352.,1.340,1.21,May 27 02:11,May 27 13:30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_234_H-L-L_2002-03-02_12-00-00_SM3_BF1_SLR4,SUCCESS,8.722777777777777,36,,19855.,0.3526,3.02,May 27 02:07,May 27 10:51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_234_L-H-L_2013-10-15_02-00-00_SM3_BF1_SLR4,SUCCESS,10.539166666666667,44,,34355.,0.5133,0.89,May 28 01:09,May 28 11:41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_234_L-L-H_1987-03-29_19-00-00_SM3_BF1_SLR4,SUCCESS,9.556944444444445,40,,25443.,0.4291,1.13,May 29 04:00,May 29 13:34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_235_H-H-L_1988-12-12_19-00-00_SM3_BF1_SLR4,SUCCESS,9.35611111111111,40,,43178.,0.6740,0.78,May 27 02:11,May 27 11:32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_235_H-L-L_2023-02-04_15-00-00_SM3_BF1_SLR4,SUCCESS,8.416666666666666,36,,37928.,0.6586,0.31,May 27 02:07,May 27 10:32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_235_L-H-L_2013-04-22_04-00-00_SM3_BF1_SLR4,SUCCESS,9.169166666666666,40,,21938.,0.3506,1.51,May 28 01:09,May 28 10:19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_235_L-L-H_1991-09-29_20-00-00_SM3_BF1_SLR4,SUCCESS,8.271666666666668,36,,29240.,0.4981,1.04,May 29 04:00,May 29 12:16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_236_H-H-L_2020-09-19_16-00-00_SM3_BF1_SLR4,SUCCESS,9.352222222222222,40,,76554.,1.205,0.50,May 27 02:11,May 27 11:32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_236_H-L-L_2006-01-14_08-00-00_SM3_BF1_SLR4,SUCCESS,6.970833333333333,28,,23386.,0.3941,2.79,May 27 02:07,May 27 09:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_236_L-H-L_2011-12-12_06-00-00_SM3_BF1_SLR4,SUCCESS,9.008611111111112,40,,26852.,0.4413,0.34,May 28 01:09,May 28 10:09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_236_L-L-H_2022-04-01_07-00-00_SM3_BF1_SLR4,SUCCESS,10.020555555555557,44,,36833.,0.5831,0.70,May 29 04:00,May 29 14:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_237_H-H-L_2019-03-27_09-00-00_SM3_BF1_SLR4,SUCCESS,10.254166666666666,44,,29005.,0.4363,0.83,May 27 02:06,May 27 12:22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_237_H-L-L_2006-11-03_12-00-00_SM3_BF1_SLR4,SUCCESS,13.377777777777778,56,,120598.,2.169,2.50,May 27 02:07,May 27 15:30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_237_L-H-L_2008-09-24_00-00-00_SM3_BF1_SLR4,SUCCESS,7.2155555555555555,32,,35387.,0.5439,1.21,May 28 01:08,May 28 08:21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_237_L-L-H_1994-03-02_12-00-00_SM3_BF1_SLR4,SUCCESS,11.129444444444445,48,,77737.,1.184,1.12,May 29 04:00,May 29 15:08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_238_H-H-L_2006-02-26_15-00-00_SM3_BF1_SLR4,SUCCESS,18.145,76,,24029.,0.3730,2.19,May 27 02:06,May 27 20:15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_238_H-L-L_2017-01-23_00-00-00_SM3_BF1_SLR4,SUCCESS,6.939722222222223,28,,25920.,0.4157,0.16,May 27 02:07,May 27 09:03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_238_L-H-L_2016-04-15_11-00-00_SM3_BF1_SLR4,SUCCESS,9.877777777777778,40,,25750.,0.4208,2.11,May 28 01:09,May 28 11:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_238_L-L-H_2005-12-18_04-00-00_SM3_BF1_SLR4,SUCCESS,9.153611111111111,40,,28347.,0.4563,1.53,May 29 04:00,May 29 13:10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_239_H-H-L_2001-09-29_18-00-00_SM3_BF1_SLR4,SUCCESS,9.978055555555555,40,,67792.,1.118,1.02,May 27 02:06,May 27 12:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_239_L-H-L_2007-11-02_10-00-00_SM3_BF1_SLR4,SUCCESS,7.461111111111111,32,,17701.,0.3159,0.16,May 28 01:10,May 28 08:38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_239_L-L-H_2024-02-18_16-00-00_SM3_BF1_SLR4,SUCCESS,13.386666666666667,56,,29312.,0.4824,5.48,May 29 04:01,May 29 17:24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_23_H-H-H_1983-01-20_09-00-00_SM3_BF1_SLR4,SUCCESS,10.546388888888888,44,,74279.,1.221,2.05,May 27 01:42,May 27 12:15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_23_H-H-L_2021-03-20_06-00-00_SM3_BF1_SLR4,SUCCESS,10.331666666666667,44,,40066.,0.6588,1.82,May 27 02:06,May 27 12:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_23_H-L-H_2018-12-20_15-00-00_SM3_BF1_SLR4,SUCCESS,11.743888888888888,48,,75072.,1.248,2.97,May 27 02:08,May 27 13:52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_23_H-L-L_2023-12-14_17-00-00_SM3_BF1_SLR4,SUCCESS,11.52138888888889,48,,43361.,0.6641,2.55,May 27 02:08,May 27 13:39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_23_L-H-H_2000-09-06_23-00-00_SM3_BF1_SLR4,SUCCESS,11.53888888888889,48,,27611.,0.4303,2.52,May 28 01:10,May 28 12:43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_23_L-H-L_1994-12-12_13-00-00_SM3_BF1_SLR4,SUCCESS,9.282222222222224,40,,27906.,0.4457,2.45,May 28 01:09,May 28 10:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_23_L-L-H_1980-07-24_13-00-00_SM3_BF1_SLR4,SUCCESS,13.809722222222224,56,,41535.,0.6735,2.98,May 29 04:01,May 29 17:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
